Source,Target,Type,weight,book
Addam-Marbrand,Gyles-Rosby,Undirected,3,3.0
Addam-Marbrand,Jaime-Lannister,Undirected,3,3.0
Addam-Marbrand,Jalabhar-Xho,Undirected,3,3.0
Addam-Marbrand,Joffrey-Baratheon,Undirected,3,3.0
Addam-Marbrand,Kevan-Lannister,Undirected,3,3.0
Addam-Marbrand,Oberyn-Martell,Undirected,3,3.0
Addam-Marbrand,Tyrion-Lannister,Undirected,7,3.0
Addam-Marbrand,Varys,Undirected,4,3.0
Aegon-Frey-(son-of-Stevron),Catelyn-Stark,Undirected,4,3.0
Aegon-Frey-(son-of-Stevron),Robb-Stark,Undirected,5,3.0
Aegon-Frey-(son-of-Stevron),Stevron-Frey,Undirected,3,3.0
Aegon-Frey-(son-of-Stevron),Walder-Frey,Undirected,6,3.0
Aegon-I-Targaryen,Daenerys-Targaryen,Undirected,4,3.0
Aegon-I-Targaryen,Stannis-Baratheon,Undirected,4,3.0
Aegon-I-Targaryen,Torrhen-Stark,Undirected,3,3.0
Aegon-Targaryen-(son-of-Rhaegar),Elia-Martell,Undirected,3,3.0
Aemon-Targaryen-(Dragonknight),Jaime-Lannister,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Alliser-Thorne,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Clydas,Undirected,16,3.0
Aemon-Targaryen-(Maester-Aemon),Cotter-Pyke,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Denys-Mallister,Undirected,4,3.0
Aemon-Targaryen-(Maester-Aemon),Donal-Noye,Undirected,11,3.0
Aemon-Targaryen-(Maester-Aemon),Eddison-Tollett,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Grenn,Undirected,5,3.0
Aemon-Targaryen-(Maester-Aemon),Hobb,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Janos-Slynt,Undirected,5,3.0
Aemon-Targaryen-(Maester-Aemon),Jeor-Mormont,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Jon-Snow,Undirected,36,3.0
Aemon-Targaryen-(Maester-Aemon),Mance-Rayder,Undirected,5,3.0
Aemon-Targaryen-(Maester-Aemon),Owen,Undirected,3,3.0
Aemon-Targaryen-(Maester-Aemon),Pypar,Undirected,5,3.0
Aemon-Targaryen-(Maester-Aemon),Robert-Baratheon,Undirected,5,3.0
Aemon-Targaryen-(Maester-Aemon),Samwell-Tarly,Undirected,32,3.0
Aemon-Targaryen-(Maester-Aemon),Stannis-Baratheon,Undirected,9,3.0
Aemon-Targaryen-(Maester-Aemon),Wynton-Stout,Undirected,3,3.0
Aerys-II-Targaryen,Arthur-Dayne,Undirected,5,3.0
Aerys-II-Targaryen,Brienne-of-Tarth,Undirected,3,3.0
Aerys-II-Targaryen,Jaime-Lannister,Undirected,22,3.0
Aerys-II-Targaryen,Joffrey-Baratheon,Undirected,6,3.0
Aerys-II-Targaryen,Robert-Baratheon,Undirected,9,3.0
Aerys-II-Targaryen,Rossart,Undirected,4,3.0
Aerys-II-Targaryen,Tyrion-Lannister,Undirected,6,3.0
Aerys-II-Targaryen,Tywin-Lannister,Undirected,10,3.0
Aerys-II-Targaryen,Viserys-Targaryen,Undirected,3,3.0
Aggo,Jhogo,Undirected,4,3.0
Aggo,Rakharo,Undirected,3,3.0
Alayaya,Bronn,Undirected,3,3.0
Alayaya,Cersei-Lannister,Undirected,3,3.0
Alayaya,Tyrion-Lannister,Undirected,4,3.0
Alerie-Hightower,Mace-Tyrell,Undirected,3,3.0
Alerie-Hightower,Margaery-Tyrell,Undirected,3,3.0
Alester-Florent,Axell-Florent,Undirected,4,3.0
Alester-Florent,Davos-Seaworth,Undirected,11,3.0
Alester-Florent,Lamprey,Undirected,3,3.0
Alester-Florent,Selyse-Florent,Undirected,4,3.0
Alester-Florent,Stannis-Baratheon,Undirected,4,3.0
Alla-Tyrell,Elinor-Tyrell,Undirected,5,3.0
Alla-Tyrell,Megga-Tyrell,Undirected,6,3.0
Alla-Tyrell,Sansa-Stark,Undirected,4,3.0
Alliser-Thorne,Janos-Slynt,Undirected,13,3.0
Alliser-Thorne,Jon-Snow,Undirected,22,3.0
Alliser-Thorne,Mance-Rayder,Undirected,6,3.0
Alliser-Thorne,Qhorin-Halfhand,Undirected,4,3.0
Alliser-Thorne,Samwell-Tarly,Undirected,4,3.0
Alliser-Thorne,Stannis-Baratheon,Undirected,3,3.0
Amory-Lorch,Gregor-Clegane,Undirected,3,3.0
Amory-Lorch,Jaime-Lannister,Undirected,3,3.0
Amory-Lorch,Oberyn-Martell,Undirected,6,3.0
Amory-Lorch,Tywin-Lannister,Undirected,4,3.0
Amory-Lorch,Vargo-Hoat,Undirected,3,3.0
Anders-Yronwood,Oberyn-Martell,Undirected,3,3.0
Andrew-Estermont,Davos-Seaworth,Undirected,4,3.0
Andrew-Estermont,Edric-Storm,Undirected,4,3.0
Andrew-Estermont,Gerald-Gower,Undirected,3,3.0
Anguy,Arya-Stark,Undirected,15,3.0
Anguy,Beric-Dondarrion,Undirected,4,3.0
Anguy,Greenbeard,Undirected,9,3.0
Anguy,Harwin,Undirected,7,3.0
Anguy,Husband,Undirected,3,3.0
Anguy,Lem,Undirected,22,3.0
Anguy,Sandor-Clegane,Undirected,3,3.0
Anguy,Sharna,Undirected,6,3.0
Anguy,Tom-of-Sevenstreams,Undirected,12,3.0
Arson,Jon-Snow,Undirected,3,3.0
Arstan,Belwas,Undirected,25,3.0
Arstan,Daenerys-Targaryen,Undirected,29,3.0
Arstan,Illyrio-Mopatis,Undirected,3,3.0
Arstan,Jhiqui,Undirected,3,3.0
Arstan,Jorah-Mormont,Undirected,13,3.0
Arstan,Kraznys-mo-Nakloz,Undirected,3,3.0
Arstan,Mero,Undirected,7,3.0
Arstan,Rhaegar-Targaryen,Undirected,7,3.0
Arthur-Dayne,Gerold-Hightower,Undirected,5,3.0
Arthur-Dayne,Lewyn-Martell,Undirected,3,3.0
Arthur-Dayne,Rhaegar-Targaryen,Undirected,3,3.0
Arthur-Dayne,Smiling-Knight,Undirected,4,3.0
Arya-Stark,Beric-Dondarrion,Undirected,23,3.0
Arya-Stark,Bran-Stark,Undirected,9,3.0
Arya-Stark,Brynden-Tully,Undirected,4,3.0
Arya-Stark,Catelyn-Stark,Undirected,3,3.0
Arya-Stark,Cersei-Lannister,Undirected,6,3.0
Arya-Stark,Dunsen,Undirected,3,3.0
Arya-Stark,Eddard-Stark,Undirected,6,3.0
Arya-Stark,Elmar-Frey,Undirected,4,3.0
Arya-Stark,Gendry,Undirected,46,3.0
Arya-Stark,Greenbeard,Undirected,9,3.0
Arya-Stark,Gregor-Clegane,Undirected,6,3.0
Arya-Stark,Harwin,Undirected,17,3.0
Arya-Stark,Hot-Pie,Undirected,25,3.0
Arya-Stark,Ilyn-Payne,Undirected,3,3.0
Arya-Stark,Jaime-Lannister,Undirected,10,3.0
Arya-Stark,Joffrey-Baratheon,Undirected,10,3.0
Arya-Stark,Jon-Snow,Undirected,9,3.0
Arya-Stark,Lem,Undirected,24,3.0
Arya-Stark,Mad-Huntsman,Undirected,4,3.0
Arya-Stark,Meryn-Trant,Undirected,3,3.0
Arya-Stark,Mycah,Undirected,6,3.0
Arya-Stark,Nan,Undirected,7,3.0
Arya-Stark,Pate-(Old),Undirected,4,3.0
Arya-Stark,Polliver,Undirected,11,3.0
Arya-Stark,Rafford,Undirected,5,3.0
Arya-Stark,Ravella-Swann,Undirected,7,3.0
Arya-Stark,Rickon-Stark,Undirected,8,3.0
Arya-Stark,Robb-Stark,Undirected,14,3.0
Arya-Stark,Robert-Baratheon,Undirected,5,3.0
Arya-Stark,Roose-Bolton,Undirected,8,3.0
Arya-Stark,Sandor-Clegane,Undirected,48,3.0
Arya-Stark,Sansa-Stark,Undirected,23,3.0
Arya-Stark,Thoros-of-Myr,Undirected,21,3.0
Arya-Stark,Tickler,Undirected,5,3.0
Arya-Stark,Tom-of-Sevenstreams,Undirected,24,3.0
Arya-Stark,Tyrion-Lannister,Undirected,7,3.0
Axell-Florent,Davos-Seaworth,Undirected,21,3.0
Axell-Florent,Lamprey,Undirected,5,3.0
Axell-Florent,Melisandre,Undirected,4,3.0
Axell-Florent,Porridge,Undirected,5,3.0
Axell-Florent,Salladhor-Saan,Undirected,3,3.0
Axell-Florent,Selyse-Florent,Undirected,8,3.0
Axell-Florent,Stannis-Baratheon,Undirected,16,3.0
Azor-Ahai,Stannis-Baratheon,Undirected,3,3.0
Baelor-I-Targaryen,Cersei-Lannister,Undirected,3,3.0
Baelor-I-Targaryen,Sansa-Stark,Undirected,3,3.0
Baelor-I-Targaryen,Tyrion-Lannister,Undirected,3,3.0
Ballabar,Frenken,Undirected,4,3.0
Ballabar,Tyrion-Lannister,Undirected,4,3.0
Balon-Greyjoy,Robb-Stark,Undirected,6,3.0
Balon-Greyjoy,Stannis-Baratheon,Undirected,4,3.0
Balon-Greyjoy,Tywin-Lannister,Undirected,4,3.0
Balon-Swann,Boros-Blount,Undirected,3,3.0
Balon-Swann,Jaime-Lannister,Undirected,5,3.0
Balon-Swann,Joffrey-Baratheon,Undirected,5,3.0
Balon-Swann,Loras-Tyrell,Undirected,6,3.0
Balon-Swann,Osmund-Kettleblack,Undirected,3,3.0
Balon-Swann,Tyrion-Lannister,Undirected,4,3.0
Bannen,Dywen,Undirected,5,3.0
Bannen,Samwell-Tarly,Undirected,11,3.0
Barristan-Selmy,Daenerys-Targaryen,Undirected,5,3.0
Barristan-Selmy,Gerold-Hightower,Undirected,5,3.0
Barristan-Selmy,Jaime-Lannister,Undirected,4,3.0
Barristan-Selmy,Jorah-Mormont,Undirected,5,3.0
Barristan-Selmy,Robert-Baratheon,Undirected,8,3.0
Bedwyck,Craster,Undirected,4,3.0
Bedwyck,Dywen,Undirected,3,3.0
Bedwyck,Eddison-Tollett,Undirected,4,3.0
Bedwyck,Grenn,Undirected,4,3.0
Bedwyck,Samwell-Tarly,Undirected,3,3.0
Belwas,Ben-Plumm,Undirected,4,3.0
Belwas,Daenerys-Targaryen,Undirected,28,3.0
Belwas,Illyrio-Mopatis,Undirected,8,3.0
Belwas,Jhiqui,Undirected,3,3.0
Belwas,Jorah-Mormont,Undirected,18,3.0
Belwas,Oznak-zo-Pahl,Undirected,8,3.0
Ben-Plumm,Daario-Naharis,Undirected,4,3.0
Ben-Plumm,Daenerys-Targaryen,Undirected,10,3.0
Benjen-Stark,Bran-Stark,Undirected,3,3.0
Benjen-Stark,Jeor-Mormont,Undirected,3,3.0
Benjen-Stark,Jon-Snow,Undirected,3,3.0
Benjen-Stark,Robert-Baratheon,Undirected,3,3.0
Beric-Dondarrion,Gendry,Undirected,4,3.0
Beric-Dondarrion,Gregor-Clegane,Undirected,3,3.0
Beric-Dondarrion,Harwin,Undirected,7,3.0
Beric-Dondarrion,Jack-Bulwer,Undirected,4,3.0
Beric-Dondarrion,Joffrey-Baratheon,Undirected,3,3.0
Beric-Dondarrion,Lem,Undirected,14,3.0
Beric-Dondarrion,Sandor-Clegane,Undirected,15,3.0
Beric-Dondarrion,Thoros-of-Myr,Undirected,26,3.0
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,4,3.0
Big-Boil,Jon-Snow,Undirected,3,3.0
Big-Boil,Ygritte,Undirected,3,3.0
Biter,Rorge,Undirected,3,3.0
Blane,Jeor-Mormont,Undirected,3,3.0
Boros-Blount,Cersei-Lannister,Undirected,4,3.0
Boros-Blount,Jaime-Lannister,Undirected,6,3.0
Boros-Blount,Loras-Tyrell,Undirected,5,3.0
Boros-Blount,Meryn-Trant,Undirected,6,3.0
Boros-Blount,Tommen-Baratheon,Undirected,7,3.0
Boros-Blount,Tyrion-Lannister,Undirected,6,3.0
Bowen-Marsh,Cotter-Pyke,Undirected,3,3.0
Bowen-Marsh,Denys-Mallister,Undirected,5,3.0
Bowen-Marsh,Donal-Noye,Undirected,4,3.0
Bowen-Marsh,Eddison-Tollett,Undirected,3,3.0
Bowen-Marsh,Hobb,Undirected,3,3.0
Bowen-Marsh,Janos-Slynt,Undirected,10,3.0
Bowen-Marsh,Jeor-Mormont,Undirected,8,3.0
Bowen-Marsh,Jon-Snow,Undirected,5,3.0
Bowen-Marsh,Othell-Yarwyck,Undirected,9,3.0
Bowen-Marsh,Samwell-Tarly,Undirected,7,3.0
Bran-Stark,Catelyn-Stark,Undirected,3,3.0
Bran-Stark,Coldhands,Undirected,4,3.0
Bran-Stark,Eddard-Stark,Undirected,7,3.0
Bran-Stark,Hodor,Undirected,71,3.0
Bran-Stark,Joffrey-Baratheon,Undirected,3,3.0
Bran-Stark,Jojen-Reed,Undirected,48,3.0
Bran-Stark,Jon-Snow,Undirected,13,3.0
Bran-Stark,Jon-Umber-(Greatjon),Undirected,3,3.0
Bran-Stark,Meera-Reed,Undirected,54,3.0
Bran-Stark,Nan,Undirected,14,3.0
Bran-Stark,Rickon-Stark,Undirected,31,3.0
Bran-Stark,Robb-Stark,Undirected,18,3.0
Bran-Stark,Samwell-Tarly,Undirected,11,3.0
Bran-Stark,Sansa-Stark,Undirected,10,3.0
Bran-Stark,Theon-Greyjoy,Undirected,9,3.0
Brandon-Stark,Eddard-Stark,Undirected,8,3.0
Brandon-Stark,Rickon-Stark,Undirected,3,3.0
Brandon-Stark,Robb-Stark,Undirected,3,3.0
Brella,Sansa-Stark,Undirected,4,3.0
Brella,Shae,Undirected,4,3.0
Brenett,Catelyn-Stark,Undirected,3,3.0
Brienne-of-Tarth,Catelyn-Stark,Undirected,7,3.0
Brienne-of-Tarth,Cersei-Lannister,Undirected,5,3.0
Brienne-of-Tarth,Cleos-Frey,Undirected,12,3.0
Brienne-of-Tarth,Elmar-Frey,Undirected,6,3.0
Brienne-of-Tarth,Jaime-Lannister,Undirected,87,3.0
Brienne-of-Tarth,Loras-Tyrell,Undirected,6,3.0
Brienne-of-Tarth,Qyburn,Undirected,3,3.0
Brienne-of-Tarth,Robb-Stark,Undirected,5,3.0
Brienne-of-Tarth,Roose-Bolton,Undirected,11,3.0
Brienne-of-Tarth,Sansa-Stark,Undirected,5,3.0
Brienne-of-Tarth,Tyrion-Lannister,Undirected,4,3.0
Brienne-of-Tarth,Vargo-Hoat,Undirected,4,3.0
Brienne-of-Tarth,Walton,Undirected,3,3.0
Bronn,Cersei-Lannister,Undirected,8,3.0
Bronn,Gregor-Clegane,Undirected,4,3.0
Bronn,Joffrey-Baratheon,Undirected,3,3.0
Bronn,Lollys-Stokeworth,Undirected,3,3.0
Bronn,Mandon-Moore,Undirected,3,3.0
Bronn,Oberyn-Martell,Undirected,4,3.0
Bronn,Podrick-Payne,Undirected,17,3.0
Bronn,Tommen-Baratheon,Undirected,4,3.0
Bronn,Tyrion-Lannister,Undirected,32,3.0
Bronn,Tywin-Lannister,Undirected,3,3.0
Bronn,Varys,Undirected,4,3.0
Brynden-Tully,Catelyn-Stark,Undirected,5,3.0
Brynden-Tully,Edmure-Tully,Undirected,6,3.0
Brynden-Tully,Rickard-Karstark,Undirected,4,3.0
Brynden-Tully,Robb-Stark,Undirected,12,3.0
Brynden-Tully,Tywin-Lannister,Undirected,4,3.0
Brynden-Tully,Walder-Frey,Undirected,4,3.0
Butterbumps,Olenna-Redwyne,Undirected,4,3.0
Butterbumps,Sansa-Stark,Undirected,6,3.0
Byam-Flint,Craster,Undirected,3,3.0
Catelyn-Stark,Cersei-Lannister,Undirected,4,3.0
Catelyn-Stark,Cleos-Frey,Undirected,4,3.0
Catelyn-Stark,Dacey-Mormont,Undirected,5,3.0
Catelyn-Stark,Desmond-Grell,Undirected,6,3.0
Catelyn-Stark,Eddard-Stark,Undirected,7,3.0
Catelyn-Stark,Edmure-Tully,Undirected,18,3.0
Catelyn-Stark,Elmar-Frey,Undirected,5,3.0
Catelyn-Stark,Hoster-Tully,Undirected,16,3.0
Catelyn-Stark,Jaime-Lannister,Undirected,19,3.0
Catelyn-Stark,Jason-Mallister,Undirected,5,3.0
Catelyn-Stark,Jeyne-Westerling,Undirected,13,3.0
Catelyn-Stark,Joffrey-Baratheon,Undirected,3,3.0
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,10,3.0
Catelyn-Stark,Lothar-Frey,Undirected,3,3.0
Catelyn-Stark,Lysa-Arryn,Undirected,15,3.0
Catelyn-Stark,Maege-Mormont,Undirected,6,3.0
Catelyn-Stark,Marq-Piper,Undirected,3,3.0
Catelyn-Stark,Petyr-Baelish,Undirected,6,3.0
Catelyn-Stark,Raynald-Westerling,Undirected,5,3.0
Catelyn-Stark,Rickard-Karstark,Undirected,6,3.0
Catelyn-Stark,Robb-Stark,Undirected,48,3.0
Catelyn-Stark,Robin-Ryger,Undirected,3,3.0
Catelyn-Stark,Rodrik-Cassel,Undirected,3,3.0
Catelyn-Stark,Roose-Bolton,Undirected,10,3.0
Catelyn-Stark,Roslin-Frey,Undirected,7,3.0
Catelyn-Stark,Ryman-Frey,Undirected,6,3.0
Catelyn-Stark,Sansa-Stark,Undirected,11,3.0
Catelyn-Stark,Stannis-Baratheon,Undirected,4,3.0
Catelyn-Stark,Tansy,Undirected,8,3.0
Catelyn-Stark,Tyrion-Lannister,Undirected,7,3.0
Catelyn-Stark,Vyman,Undirected,9,3.0
Catelyn-Stark,Walder-Frey,Undirected,25,3.0
Cersei-Lannister,Dunsen,Undirected,6,3.0
Cersei-Lannister,Eddard-Stark,Undirected,6,3.0
Cersei-Lannister,Elia-Martell,Undirected,4,3.0
Cersei-Lannister,Ellaria-Sand,Undirected,4,3.0
Cersei-Lannister,Gregor-Clegane,Undirected,7,3.0
Cersei-Lannister,Ilyn-Payne,Undirected,8,3.0
Cersei-Lannister,Jaime-Lannister,Undirected,35,3.0
Cersei-Lannister,Joffrey-Baratheon,Undirected,44,3.0
Cersei-Lannister,Kevan-Lannister,Undirected,5,3.0
Cersei-Lannister,Lancel-Lannister,Undirected,3,3.0
Cersei-Lannister,Lysa-Arryn,Undirected,4,3.0
Cersei-Lannister,Mace-Tyrell,Undirected,6,3.0
Cersei-Lannister,Mandon-Moore,Undirected,4,3.0
Cersei-Lannister,Margaery-Tyrell,Undirected,6,3.0
Cersei-Lannister,Meryn-Trant,Undirected,13,3.0
Cersei-Lannister,Oberyn-Martell,Undirected,9,3.0
Cersei-Lannister,Olenna-Redwyne,Undirected,5,3.0
Cersei-Lannister,Osmund-Kettleblack,Undirected,8,3.0
Cersei-Lannister,Polliver,Undirected,6,3.0
Cersei-Lannister,Pycelle,Undirected,4,3.0
Cersei-Lannister,Rafford,Undirected,6,3.0
Cersei-Lannister,Robert-Baratheon,Undirected,14,3.0
Cersei-Lannister,Sandor-Clegane,Undirected,5,3.0
Cersei-Lannister,Sansa-Stark,Undirected,21,3.0
Cersei-Lannister,Shae,Undirected,4,3.0
Cersei-Lannister,Tickler,Undirected,6,3.0
Cersei-Lannister,Tommen-Baratheon,Undirected,4,3.0
Cersei-Lannister,Tyrion-Lannister,Undirected,54,3.0
Cersei-Lannister,Tywin-Lannister,Undirected,20,3.0
Cersei-Lannister,Varys,Undirected,4,3.0
Cersei-Lannister,Willas-Tyrell,Undirected,5,3.0
Chataya,Tyrion-Lannister,Undirected,4,3.0
Chett,Jeor-Mormont,Undirected,6,3.0
Chett,Lark,Undirected,9,3.0
Chett,Qhorin-Halfhand,Undirected,3,3.0
Chett,Samwell-Tarly,Undirected,4,3.0
Chett,Small-Paul,Undirected,8,3.0
Cleon,Daenerys-Targaryen,Undirected,4,3.0
Cleon,Ghael,Undirected,5,3.0
Cleos-Frey,Jaime-Lannister,Undirected,25,3.0
Clubfoot-Karl,Craster,Undirected,6,3.0
Clubfoot-Karl,Samwell-Tarly,Undirected,3,3.0
Clydas,Hobb,Undirected,6,3.0
Clydas,Jon-Snow,Undirected,10,3.0
Clydas,Samwell-Tarly,Undirected,6,3.0
Coldhands,Gilly,Undirected,3,3.0
Cotter-Pyke,Denys-Mallister,Undirected,14,3.0
Cotter-Pyke,Eddison-Tollett,Undirected,3,3.0
Cotter-Pyke,Jon-Snow,Undirected,3,3.0
Cotter-Pyke,Othell-Yarwyck,Undirected,6,3.0
Cotter-Pyke,Pypar,Undirected,3,3.0
Cotter-Pyke,Samwell-Tarly,Undirected,10,3.0
Cotter-Pyke,Stannis-Baratheon,Undirected,5,3.0
Craster,Dirk,Undirected,6,3.0
Craster,Eddison-Tollett,Undirected,3,3.0
Craster,Gilly,Undirected,16,3.0
Craster,Grenn,Undirected,3,3.0
Craster,Jeor-Mormont,Undirected,8,3.0
Craster,Jojen-Reed,Undirected,3,3.0
Craster,Jon-Snow,Undirected,7,3.0
Craster,Mance-Rayder,Undirected,6,3.0
Craster,Samwell-Tarly,Undirected,32,3.0
Craster,Tormund,Undirected,3,3.0
Cressen,Davos-Seaworth,Undirected,4,3.0
Daario-Naharis,Daenerys-Targaryen,Undirected,15,3.0
Daario-Naharis,Drogo,Undirected,3,3.0
Daario-Naharis,Irri,Undirected,3,3.0
Daario-Naharis,Jorah-Mormont,Undirected,10,3.0
Daario-Naharis,Prendahl-na-Ghezn,Undirected,3,3.0
Daario-Naharis,Sallor,Undirected,3,3.0
Dacey-Mormont,Maege-Mormont,Undirected,3,3.0
Dacey-Mormont,Robb-Stark,Undirected,3,3.0
Daenerys-Targaryen,Drogo,Undirected,7,3.0
Daenerys-Targaryen,Ghael,Undirected,3,3.0
Daenerys-Targaryen,Grey-Worm,Undirected,14,3.0
Daenerys-Targaryen,Groleo,Undirected,6,3.0
Daenerys-Targaryen,Irri,Undirected,17,3.0
Daenerys-Targaryen,Jhiqui,Undirected,17,3.0
Daenerys-Targaryen,Jhogo,Undirected,4,3.0
Daenerys-Targaryen,Jorah-Mormont,Undirected,53,3.0
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,16,3.0
Daenerys-Targaryen,Mero,Undirected,5,3.0
Daenerys-Targaryen,Missandei,Undirected,26,3.0
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,4,3.0
Daenerys-Targaryen,Rakharo,Undirected,7,3.0
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,13,3.0
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,5,3.0
Daenerys-Targaryen,Robert-Baratheon,Undirected,8,3.0
Daenerys-Targaryen,Viserys-Targaryen,Undirected,8,3.0
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,3,3.0
Dalla,Jon-Snow,Undirected,6,3.0
Dalla,Mance-Rayder,Undirected,10,3.0
Dalla,Val,Undirected,7,3.0
Davos-Seaworth,Devan-Seaworth,Undirected,5,3.0
Davos-Seaworth,Edric-Storm,Undirected,19,3.0
Davos-Seaworth,Guncer-Sunglass,Undirected,3,3.0
Davos-Seaworth,Joffrey-Baratheon,Undirected,10,3.0
Davos-Seaworth,Khorane-Sathmantes,Undirected,4,3.0
Davos-Seaworth,Lamprey,Undirected,8,3.0
Davos-Seaworth,Melisandre,Undirected,40,3.0
Davos-Seaworth,Porridge,Undirected,6,3.0
Davos-Seaworth,Pylos,Undirected,15,3.0
Davos-Seaworth,Salladhor-Saan,Undirected,22,3.0
Davos-Seaworth,Selyse-Florent,Undirected,6,3.0
Davos-Seaworth,Shireen-Baratheon,Undirected,9,3.0
Davos-Seaworth,Stannis-Baratheon,Undirected,52,3.0
Denys-Mallister,Eddison-Tollett,Undirected,3,3.0
Denys-Mallister,Janos-Slynt,Undirected,3,3.0
Denys-Mallister,Othell-Yarwyck,Undirected,4,3.0
Denys-Mallister,Pypar,Undirected,4,3.0
Denys-Mallister,Samwell-Tarly,Undirected,14,3.0
Desmond-Grell,Edmure-Tully,Undirected,4,3.0
Desmond-Grell,Robb-Stark,Undirected,4,3.0
Desmond-Grell,Utherydes-Wayn,Undirected,6,3.0
Devan-Seaworth,Pylos,Undirected,3,3.0
Devan-Seaworth,Stannis-Baratheon,Undirected,4,3.0
Dick-Follard,Jon-Snow,Undirected,3,3.0
Dick-Follard,Satin,Undirected,5,3.0
Dirk,Samwell-Tarly,Undirected,4,3.0
Donal-Noye,Jeor-Mormont,Undirected,4,3.0
Donal-Noye,Jon-Snow,Undirected,33,3.0
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,6,3.0
Donal-Noye,Mance-Rayder,Undirected,3,3.0
Donal-Noye,Qhorin-Halfhand,Undirected,3,3.0
Donal-Noye,Stannis-Baratheon,Undirected,4,3.0
Dontos-Hollard,Joffrey-Baratheon,Undirected,10,3.0
Dontos-Hollard,Lothor-Brune,Undirected,3,3.0
Dontos-Hollard,Moon-Boy,Undirected,3,3.0
Dontos-Hollard,Petyr-Baelish,Undirected,4,3.0
Dontos-Hollard,Sansa-Stark,Undirected,13,3.0
Dontos-Hollard,Tyrion-Lannister,Undirected,7,3.0
Dontos-Hollard,Willas-Tyrell,Undirected,3,3.0
Doran-Martell,Gregor-Clegane,Undirected,3,3.0
Doran-Martell,Oberyn-Martell,Undirected,4,3.0
Doran-Martell,Tyrion-Lannister,Undirected,10,3.0
Drogo,Irri,Undirected,3,3.0
Drogo,Jorah-Mormont,Undirected,8,3.0
Dunsen,Gregor-Clegane,Undirected,11,3.0
Dunsen,Ilyn-Payne,Undirected,6,3.0
Dunsen,Joffrey-Baratheon,Undirected,6,3.0
Dunsen,Meryn-Trant,Undirected,6,3.0
Dunsen,Polliver,Undirected,9,3.0
Dunsen,Rafford,Undirected,10,3.0
Dunsen,Sandor-Clegane,Undirected,7,3.0
Dunsen,Tickler,Undirected,9,3.0
Dywen,Eddison-Tollett,Undirected,5,3.0
Dywen,Grenn,Undirected,4,3.0
Dywen,Jeor-Mormont,Undirected,4,3.0
Dywen,Samwell-Tarly,Undirected,6,3.0
Eddard-Stark,Gregor-Clegane,Undirected,3,3.0
Eddard-Stark,Jaime-Lannister,Undirected,6,3.0
Eddard-Stark,Joffrey-Baratheon,Undirected,3,3.0
Eddard-Stark,Jon-Snow,Undirected,4,3.0
Eddard-Stark,Rickon-Stark,Undirected,8,3.0
Eddard-Stark,Robb-Stark,Undirected,13,3.0
Eddard-Stark,Robert-Baratheon,Undirected,7,3.0
Eddard-Stark,Sandor-Clegane,Undirected,4,3.0
Eddard-Stark,Sansa-Stark,Undirected,6,3.0
Eddard-Stark,Torrhen-Stark,Undirected,3,3.0
Eddard-Stark,Tyrion-Lannister,Undirected,3,3.0
Eddison-Tollett,Grenn,Undirected,13,3.0
Eddison-Tollett,Jeor-Mormont,Undirected,5,3.0
Eddison-Tollett,Othell-Yarwyck,Undirected,3,3.0
Eddison-Tollett,Pypar,Undirected,5,3.0
Eddison-Tollett,Samwell-Tarly,Undirected,15,3.0
Eddison-Tollett,Watt,Undirected,3,3.0
Edmure-Tully,Elmar-Frey,Undirected,3,3.0
Edmure-Tully,Hoster-Tully,Undirected,11,3.0
Edmure-Tully,Jaime-Lannister,Undirected,4,3.0
Edmure-Tully,Lothar-Frey,Undirected,4,3.0
Edmure-Tully,Marq-Piper,Undirected,5,3.0
Edmure-Tully,Robb-Stark,Undirected,34,3.0
Edmure-Tully,Roslin-Frey,Undirected,15,3.0
Edmure-Tully,Tansy,Undirected,3,3.0
Edmure-Tully,Tywin-Lannister,Undirected,3,3.0
Edmure-Tully,Walder-Frey,Undirected,9,3.0
Edric-Storm,Pylos,Undirected,9,3.0
Edric-Storm,Robert-Baratheon,Undirected,3,3.0
Edric-Storm,Shireen-Baratheon,Undirected,3,3.0
Edric-Storm,Stannis-Baratheon,Undirected,6,3.0
Elia-Martell,Gregor-Clegane,Undirected,7,3.0
Elia-Martell,Jaime-Lannister,Undirected,4,3.0
Elia-Martell,Oberyn-Martell,Undirected,9,3.0
Elia-Martell,Rhaegar-Targaryen,Undirected,7,3.0
Elia-Martell,Tyrion-Lannister,Undirected,6,3.0
